dispute_id,reason_code,reason_code_label,card_network,dispute_amount,currency,transaction_date,days_to_dispute,product_category,shipping_method,delivery_confirmed,has_delivery_proof,ip_geolocation_match,avs_cvv_match,customer_account_age_days,customer_prior_disputes,customer_prior_orders,has_customer_correspondence,has_3ds_authentication,evidence_needed,outcome
DSP-002001,10.5,Fraud - Counterfeit,Visa,1246.31,INR,2026-08-29,3,fashion,standard,True,False,True,neither,94,1,1,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-000947,4837,No Cardholder Authorization,Mastercard,4066.49,INR,2026-08-29,74,grocery,same_day,False,False,True,avs_only,10,1,1,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-002661,10.4,Fraud - Card Absent,Visa,1974.12,INR,2026-08-29,10,fashion,express,False,False,False,neither,50,0,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-000996,4863,Cardholder Does Not Recognize,Mastercard,4761.78,INR,2026-08-29,7,sports,pickup,True,False,False,neither,11,1,2,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-004506,10.5,Fraud - Counterfeit,Visa,1720.32,INR,2026-08-29,1,sports,same_day,False,False,False,both_match,290,2,2,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-002306,10.4,Fraud - Card Absent,Visa,687.67,INR,2026-08-29,14,sports,express,False,False,False,avs_only,123,0,0,True,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-003957,13.1,Merchandise Not Received,Visa,2305.96,INR,2026-08-29,12,books,pickup,True,True,True,avs_only,387,0,8,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002203,4860,Credit Not Processed (MC),Mastercard,1427.2,INR,2026-08-29,2,fashion,standard,True,True,True,both_match,104,0,8,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001565,4853,Cardholder Dispute - Defective,Mastercard,1291.75,INR,2026-08-29,0,health,same_day,False,False,True,both_match,93,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-001378,13.3,Not as Described,Visa,1869.38,INR,2026-08-29,14,electronics,pickup,True,True,True,both_match,183,0,9,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-003977,13.6,Credit Not Processed,Visa,6948.6,INR,2026-08-29,34,sports,standard,True,True,False,avs_only,142,0,7,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001125,13.1,Merchandise Not Received,Visa,286.63,INR,2026-08-29,6,grocery,same_day,True,True,True,avs_only,45,0,7,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002415,4860,Credit Not Processed (MC),Mastercard,6033.45,INR,2026-08-29,3,automotive,pickup,True,False,True,both_match,309,0,4,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-000124,13.6,Credit Not Processed,Visa,789.37,INR,2026-08-29,7,grocery,express,True,True,True,both_match,13,0,6,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004435,4863,Cardholder Does Not Recognize,Mastercard,1490.79,INR,2026-08-29,78,health,express,False,False,False,neither,59,1,1,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-001463,13.1,Merchandise Not Received,Visa,381.69,INR,2026-08-29,6,sports,pickup,True,True,True,both_match,21,0,6,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002722,4855,Goods or Services Not Provided,Mastercard,4254.21,INR,2026-08-29,58,toys,standard,False,False,True,both_match,53,0,5,True,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_lost
DSP-002955,4837,No Cardholder Authorization,Mastercard,199.9,INR,2026-08-29,10,grocery,express,False,False,True,both_match,20,1,0,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_won
DSP-000596,10.5,Fraud - Counterfeit,Visa,832.63,INR,2026-08-29,15,grocery,pickup,False,False,False,neither,118,1,1,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-004638,13.1,Merchandise Not Received,Visa,18667.0,INR,2026-08-29,23,toys,express,True,True,True,both_match,16,0,7,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004122,4837,No Cardholder Authorization,Mastercard,1429.88,INR,2026-08-29,69,toys,express,True,False,False,neither,368,1,1,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-001047,4855,Goods or Services Not Provided,Mastercard,3311.41,INR,2026-08-29,3,sports,pickup,True,True,True,both_match,1,1,7,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-000895,4855,Goods or Services Not Provided,Mastercard,122.65,INR,2026-08-29,1,beauty,same_day,False,False,False,both_match,559,0,5,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_lost
DSP-004102,13.1,Merchandise Not Received,Visa,247.83,INR,2026-08-29,0,beauty,express,True,True,True,avs_only,254,0,5,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002482,4837,No Cardholder Authorization,Mastercard,1411.75,INR,2026-08-29,5,grocery,pickup,False,False,False,neither,84,0,2,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-003394,4863,Cardholder Does Not Recognize,Mastercard,361.85,INR,2026-08-29,103,sports,express,False,False,True,both_match,256,0,1,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-001827,4853,Cardholder Dispute - Defective,Mastercard,518.25,INR,2026-08-29,1,toys,express,True,True,True,avs_only,271,1,7,True,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-001130,13.6,Credit Not Processed,Visa,1035.16,INR,2026-08-29,12,toys,pickup,True,True,True,both_match,254,0,4,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004609,4853,Cardholder Dispute - Defective,Mastercard,576.05,INR,2026-08-29,5,toys,pickup,True,True,True,both_match,131,0,6,False,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-002172,4853,Cardholder Dispute - Defective,Mastercard,791.84,INR,2026-08-29,1,books,pickup,True,True,True,both_match,94,0,7,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-001925,13.1,Merchandise Not Received,Visa,701.35,INR,2026-08-29,8,fashion,pickup,False,False,False,both_match,19,0,3,False,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-000943,4853,Cardholder Dispute - Defective,Mastercard,358.88,INR,2026-08-29,10,grocery,standard,True,True,True,both_match,466,0,5,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003538,13.1,Merchandise Not Received,Visa,1526.55,INR,2026-08-29,7,automotive,pickup,True,True,True,neither,428,0,8,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-003157,4853,Cardholder Dispute - Defective,Mastercard,3289.22,INR,2026-08-29,22,books,standard,True,False,False,both_match,15,0,11,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-004955,13.1,Merchandise Not Received,Visa,10869.0,INR,2026-08-29,0,fashion,pickup,True,True,True,neither,222,0,4,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-002059,13.3,Not as Described,Visa,1716.8,INR,2026-08-29,3,automotive,same_day,True,False,True,cvv_only,1029,0,3,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-000224,4855,Goods or Services Not Provided,Mastercard,2170.32,INR,2026-08-29,41,sports,express,True,True,True,both_match,9,0,6,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-000264,13.6,Credit Not Processed,Visa,1202.78,INR,2026-08-29,4,sports,pickup,True,True,True,both_match,83,0,7,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004115,13.3,Not as Described,Visa,1531.08,INR,2026-08-29,18,health,standard,True,True,False,both_match,327,0,4,False,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-003811,13.6,Credit Not Processed,Visa,5242.01,INR,2026-08-29,13,sports,pickup,True,True,True,both_match,98,0,6,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001148,4837,No Cardholder Authorization,Mastercard,5833.81,INR,2026-08-29,7,fashion,pickup,True,False,False,neither,25,0,3,False,True,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_won
DSP-000931,4853,Cardholder Dispute - Defective,Mastercard,302.18,INR,2026-08-29,11,fashion,standard,True,True,True,both_match,415,0,4,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-002465,10.4,Fraud - Card Absent,Visa,6634.69,INR,2026-08-29,6,electronics,express,False,False,False,neither,75,1,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-003597,4863,Cardholder Does Not Recognize,Mastercard,9006.23,INR,2026-08-29,26,home,same_day,False,False,True,avs_only,27,0,3,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-000049,13.1,Merchandise Not Received,Visa,301.4,INR,2026-08-29,1,health,pickup,True,True,True,both_match,170,1,7,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004680,4837,No Cardholder Authorization,Mastercard,2091.69,INR,2026-08-29,83,fashion,pickup,False,False,False,neither,73,1,0,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-000183,4860,Credit Not Processed (MC),Mastercard,1789.41,INR,2026-08-29,3,grocery,same_day,True,True,True,both_match,131,0,3,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_lost
DSP-000506,13.1,Merchandise Not Received,Visa,4548.02,INR,2026-08-29,15,automotive,same_day,True,False,True,both_match,387,0,8,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-000455,4853,Cardholder Dispute - Defective,Mastercard,244.32,INR,2026-08-29,9,sports,express,True,True,False,both_match,337,0,7,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-002019,4837,No Cardholder Authorization,Mastercard,1229.73,INR,2026-08-29,30,health,standard,True,True,False,avs_only,86,1,1,True,True,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_won
DSP-003209,4860,Credit Not Processed (MC),Mastercard,1342.86,INR,2026-08-29,10,books,standard,True,False,True,cvv_only,539,0,5,False,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001390,10.4,Fraud - Card Absent,Visa,468.36,INR,2026-08-29,7,grocery,same_day,True,False,True,neither,156,0,0,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-003572,13.1,Merchandise Not Received,Visa,200.56,INR,2026-08-29,28,automotive,pickup,True,True,True,both_match,583,0,4,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001776,10.4,Fraud - Card Absent,Visa,2136.29,INR,2026-08-29,50,electronics,same_day,False,False,False,neither,53,1,3,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-000866,13.1,Merchandise Not Received,Visa,2821.2,INR,2026-08-29,25,health,same_day,True,True,True,both_match,485,0,8,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-003905,4855,Goods or Services Not Provided,Mastercard,3068.45,INR,2026-08-29,35,health,standard,False,False,True,cvv_only,317,0,5,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_lost
DSP-001327,10.4,Fraud - Card Absent,Visa,7403.35,INR,2026-08-29,3,fashion,standard,False,False,False,avs_only,174,1,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-000046,4855,Goods or Services Not Provided,Mastercard,4632.46,INR,2026-08-29,36,books,pickup,True,True,True,both_match,54,0,7,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-001637,13.1,Merchandise Not Received,Visa,2792.79,INR,2026-08-29,3,health,standard,True,True,True,avs_only,57,0,12,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001817,4855,Goods or Services Not Provided,Mastercard,166.41,INR,2026-08-29,19,health,express,True,True,True,avs_only,307,0,6,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-002756,4863,Cardholder Does Not Recognize,Mastercard,2558.95,INR,2026-08-29,3,electronics,same_day,False,False,False,neither,162,1,1,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-000484,10.4,Fraud - Card Absent,Visa,406.55,INR,2026-08-29,5,books,same_day,True,False,False,both_match,137,0,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-003037,13.1,Merchandise Not Received,Visa,496.18,INR,2026-08-29,15,sports,pickup,True,False,True,both_match,91,0,8,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004334,10.4,Fraud - Card Absent,Visa,3742.15,INR,2026-08-29,9,toys,standard,False,False,True,both_match,20,0,0,True,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-002852,13.3,Not as Described,Visa,2648.28,INR,2026-08-29,31,health,pickup,True,True,False,both_match,228,0,5,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_lost
DSP-000930,4837,No Cardholder Authorization,Mastercard,4841.26,INR,2026-08-29,2,home,standard,False,False,True,neither,63,1,3,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-003869,10.4,Fraud - Card Absent,Visa,6525.21,INR,2026-08-29,4,grocery,pickup,True,True,True,avs_only,20,1,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-000769,4863,Cardholder Does Not Recognize,Mastercard,84.22,INR,2026-08-29,15,toys,express,False,False,True,avs_only,23,0,1,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-003002,4855,Goods or Services Not Provided,Mastercard,1720.59,INR,2026-08-29,13,health,same_day,True,True,True,cvv_only,132,0,7,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-004258,10.4,Fraud - Card Absent,Visa,5778.71,INR,2026-08-29,14,automotive,standard,False,False,True,avs_only,173,0,3,True,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-000883,13.1,Merchandise Not Received,Visa,1194.59,INR,2026-08-29,14,books,express,True,True,True,both_match,34,0,2,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002752,4860,Credit Not Processed (MC),Mastercard,362.41,INR,2026-08-29,5,health,standard,True,True,True,both_match,543,1,10,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003458,13.3,Not as Described,Visa,749.57,INR,2026-08-29,12,sports,same_day,True,True,True,both_match,71,0,7,True,False,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-001508,13.1,Merchandise Not Received,Visa,190.43,INR,2026-08-29,3,books,express,True,False,True,both_match,325,0,5,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001563,13.6,Credit Not Processed,Visa,363.03,INR,2026-08-29,19,health,standard,True,True,True,both_match,49,0,4,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003321,13.1,Merchandise Not Received,Visa,173.69,INR,2026-08-29,2,beauty,same_day,True,True,True,both_match,21,0,9,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001552,13.3,Not as Described,Visa,273.36,INR,2026-08-29,25,electronics,pickup,True,True,True,avs_only,110,0,6,False,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-001656,13.1,Merchandise Not Received,Visa,4002.61,INR,2026-08-29,24,beauty,standard,True,True,True,both_match,153,0,9,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-000688,13.1,Merchandise Not Received,Visa,222.82,INR,2026-08-29,10,beauty,pickup,True,True,True,both_match,32,1,9,False,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-000918,4863,Cardholder Does Not Recognize,Mastercard,439.47,INR,2026-08-29,2,grocery,express,True,True,False,avs_only,70,0,4,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-004317,13.6,Credit Not Processed,Visa,1206.75,INR,2026-08-29,17,beauty,standard,True,True,False,both_match,21,0,6,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001294,13.1,Merchandise Not Received,Visa,729.51,INR,2026-08-29,25,health,same_day,True,False,True,both_match,120,1,5,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-000706,4853,Cardholder Dispute - Defective,Mastercard,1109.78,INR,2026-08-29,4,electronics,pickup,True,True,False,avs_only,34,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003865,13.6,Credit Not Processed,Visa,423.3,INR,2026-08-29,4,grocery,standard,True,True,True,both_match,122,0,8,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001100,4853,Cardholder Dispute - Defective,Mastercard,2420.97,INR,2026-08-29,6,electronics,pickup,True,True,True,both_match,32,0,5,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003055,4863,Cardholder Does Not Recognize,Mastercard,1099.19,INR,2026-08-29,8,electronics,pickup,False,False,True,neither,263,1,2,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-004062,13.1,Merchandise Not Received,Visa,2137.08,INR,2026-08-29,0,health,express,True,True,True,both_match,394,0,5,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-003840,4860,Credit Not Processed (MC),Mastercard,1123.96,INR,2026-08-29,11,books,pickup,True,True,True,cvv_only,396,0,4,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002214,4853,Cardholder Dispute - Defective,Mastercard,1642.26,INR,2026-08-29,7,automotive,standard,True,True,True,both_match,174,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-000779,4837,No Cardholder Authorization,Mastercard,623.0,INR,2026-08-29,4,automotive,standard,False,False,True,neither,110,1,2,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-000228,13.1,Merchandise Not Received,Visa,14247.92,INR,2026-08-29,16,books,same_day,True,True,True,both_match,54,0,7,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002295,4837,No Cardholder Authorization,Mastercard,1590.21,INR,2026-08-29,13,toys,standard,True,True,False,neither,71,1,2,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-000876,4860,Credit Not Processed (MC),Mastercard,1324.55,INR,2026-08-29,2,grocery,same_day,True,True,True,both_match,159,1,7,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004405,13.6,Credit Not Processed,Visa,1699.07,INR,2026-08-29,29,toys,pickup,True,True,True,avs_only,20,0,4,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004210,4860,Credit Not Processed (MC),Mastercard,344.12,INR,2026-08-29,21,sports,standard,True,True,True,both_match,538,0,4,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003936,4853,Cardholder Dispute - Defective,Mastercard,1427.73,INR,2026-08-29,15,beauty,same_day,True,True,True,avs_only,50,0,4,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-000500,13.1,Merchandise Not Received,Visa,270.22,INR,2026-08-29,6,health,express,True,True,True,both_match,310,0,9,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001921,4863,Cardholder Does Not Recognize,Mastercard,20643.52,INR,2026-08-29,1,automotive,same_day,False,False,False,both_match,36,0,4,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-002065,13.3,Not as Described,Visa,633.19,INR,2026-08-29,15,beauty,pickup,True,True,True,avs_only,211,0,9,False,False,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-002999,13.1,Merchandise Not Received,Visa,1904.82,INR,2026-08-29,75,fashion,pickup,True,True,True,both_match,11,0,6,False,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001753,4855,Goods or Services Not Provided,Mastercard,448.02,INR,2026-08-29,17,electronics,express,True,True,True,both_match,289,0,10,True,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-002969,10.5,Fraud - Counterfeit,Visa,2467.87,INR,2026-08-29,3,automotive,standard,False,False,False,cvv_only,33,0,2,True,False,"['emv_chip_data', 'pin_verification']",merchant_won
DSP-002027,13.3,Not as Described,Visa,276.97,INR,2026-08-29,26,grocery,same_day,True,True,True,neither,77,0,10,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_lost
DSP-002252,4837,No Cardholder Authorization,Mastercard,593.65,INR,2026-08-29,34,sports,standard,False,False,True,avs_only,6,0,1,False,True,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-001840,10.5,Fraud - Counterfeit,Visa,1263.22,INR,2026-08-29,14,fashion,pickup,True,False,False,both_match,48,0,0,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-000987,13.6,Credit Not Processed,Visa,236.46,INR,2026-08-29,14,health,express,True,True,True,neither,254,0,6,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004264,10.4,Fraud - Card Absent,Visa,1577.85,INR,2026-08-29,0,sports,pickup,False,False,False,neither,48,0,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-002428,13.1,Merchandise Not Received,Visa,335.96,INR,2026-08-29,29,automotive,express,True,True,True,cvv_only,12,0,7,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-003184,13.1,Merchandise Not Received,Visa,247.74,INR,2026-08-29,0,health,standard,True,True,False,both_match,72,1,6,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-001342,13.1,Merchandise Not Received,Visa,5037.42,INR,2026-08-29,14,health,standard,True,True,True,both_match,29,0,4,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001728,13.3,Not as Described,Visa,233.19,INR,2026-08-29,8,home,standard,True,True,True,both_match,55,0,4,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-003117,4860,Credit Not Processed (MC),Mastercard,216.67,INR,2026-08-29,2,sports,express,True,False,True,both_match,100,0,9,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-000351,4853,Cardholder Dispute - Defective,Mastercard,2577.22,INR,2026-08-29,4,grocery,standard,True,True,True,both_match,265,0,4,True,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-002939,13.1,Merchandise Not Received,Visa,1511.6,INR,2026-08-29,1,home,express,True,True,True,both_match,222,0,2,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-003569,4837,No Cardholder Authorization,Mastercard,1927.94,INR,2026-08-29,0,electronics,same_day,False,False,False,avs_only,98,1,0,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-003826,4860,Credit Not Processed (MC),Mastercard,459.31,INR,2026-08-29,11,home,express,True,True,False,both_match,189,1,3,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-000643,4863,Cardholder Does Not Recognize,Mastercard,3459.69,INR,2026-08-29,2,health,express,True,True,False,cvv_only,2,1,1,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-003511,4855,Goods or Services Not Provided,Mastercard,2929.02,INR,2026-08-29,8,health,same_day,True,True,True,both_match,10,0,4,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-003704,4837,No Cardholder Authorization,Mastercard,1777.4,INR,2026-08-29,3,health,express,False,False,False,cvv_only,6,1,4,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-003279,4855,Goods or Services Not Provided,Mastercard,2301.89,INR,2026-08-29,25,automotive,same_day,True,True,True,both_match,98,0,7,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-003402,10.5,Fraud - Counterfeit,Visa,14953.35,INR,2026-08-29,27,books,express,True,False,False,neither,177,0,1,False,True,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-002990,4837,No Cardholder Authorization,Mastercard,3153.09,INR,2026-08-29,6,electronics,same_day,True,True,True,neither,46,0,0,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_won
DSP-003983,13.1,Merchandise Not Received,Visa,11355.94,INR,2026-08-29,3,grocery,standard,True,True,True,both_match,190,0,3,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-004798,13.1,Merchandise Not Received,Visa,147.71,INR,2026-08-29,19,electronics,standard,True,False,True,cvv_only,232,0,8,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002397,10.4,Fraud - Card Absent,Visa,2471.88,INR,2026-08-29,13,toys,same_day,True,True,True,neither,81,0,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-001790,4855,Goods or Services Not Provided,Mastercard,269.84,INR,2026-08-29,45,books,standard,True,False,True,avs_only,40,0,5,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-002588,10.4,Fraud - Card Absent,Visa,1455.53,INR,2026-08-29,1,home,standard,True,True,False,cvv_only,15,1,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-000809,13.6,Credit Not Processed,Visa,275.82,INR,2026-08-29,17,beauty,standard,True,True,True,both_match,64,0,9,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002677,4855,Goods or Services Not Provided,Mastercard,4028.79,INR,2026-08-29,44,beauty,express,True,True,False,both_match,662,0,4,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-001781,10.4,Fraud - Card Absent,Visa,14898.35,INR,2026-08-29,60,automotive,standard,False,False,True,both_match,26,0,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-000290,4860,Credit Not Processed (MC),Mastercard,1418.57,INR,2026-08-29,0,toys,standard,True,True,True,both_match,240,0,5,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001893,4863,Cardholder Does Not Recognize,Mastercard,1634.59,INR,2026-08-29,13,fashion,express,False,False,False,neither,22,0,2,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-000162,10.4,Fraud - Card Absent,Visa,771.63,INR,2026-08-29,2,toys,pickup,False,False,False,neither,385,0,4,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
